Mode,OBJECTID,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTES_USING_STOP,SHAPE,SE_ANNO_CAD_DATA,In City Of Melbourne
BUS,9942,51582,Melbourne University/Grattan St (Parkville),-37.8001,144.9617,1,546,POINT (-37.80008199 144.96166116),,True
BUS,13922,45659,Parkville Ave/Garrard St (Parkville),-37.7789,144.9408,1,505,POINT (-37.77894801 144.94084992),,True
BUS,13924,45660,Auckland Lane/Cade Way (Parkville),-37.7784,144.9393,1,505,POINT (-37.77841602 144.93928716),,True
BUS,13925,45661,Mercy Health Aged Care/William St (Parkville),-37.7762,144.9397,1,505,POINT (-37.77616998 144.93967812),,True
BUS,17697,4880,Sardine St/Lorimer St (Port Melbourne),-37.83,144.9005,1,237,POINT (-37.82998098 144.90052884),,True
BUS,17699,4881,Canberra St/Lorimer St (Port Melbourne),-37.827,144.9029,1,237,POINT (-37.82694996 144.90287604),,True
BUS,17706,4882,Sabre Dr/Lorimer St (Port Melbourne),-37.8245,144.9065,1,237,POINT (-37.82451897 144.90653508),,True
BUS,17708,4883,DST Group/Lorimer St (Port Melbourne),-37.8219,144.9134,1,"237,606,235",POINT (-37.82187396 144.91340316),,True
BUS,17709,4884,Bayside Ave/Lorimer St (Port Melbourne),-37.8213,144.9164,1,"237,606,235",POINT (-37.82126898 144.91639692),,True
BUS,17710,4885,Westside Ave/Lorimer St (Port Melbourne),-37.8209,144.919,1,"237,606,235",POINT (-37.82087397 144.91902096),,True
BUS,17716,4886,715 Lorimer St (Port Melbourne),-37.8207,144.9247,1,237,POINT (-37.82067804 144.924741),,True
BUS,17719,4887,Hall St/Lorimer St (Port Melbourne),-37.8209,144.9271,1,237,POINT (-37.82092698 144.92713104),,True
BUS,17721,4888,Graham St/Lorimer St (Port Melbourne),-37.8215,144.9303,1,237,POINT (-37.82147904 144.93034188),,True
BUS,17724,4889,Ingles St/Lorimer St (Port Melbourne),-37.8219,144.9325,1,237,POINT (-37.82193102 144.93246516),,True
BUS,17726,4890,Rogers St/Lorimer St (Port Melbourne),-37.8227,144.9364,1,237,POINT (-37.82272896 144.93637296),,True
BUS,17727,4891,Hartley St/Lorimer St (Southbank),-37.8237,144.941,1,237,POINT (-37.82368503 144.94102704),,True
BUS,17728,4892,West Gate Fwy/Lorimer St (Southbank),-37.8251,144.9451,1,237,POINT (-37.82507103 144.94505616),,True
BUS,17729,4895,Lorimer St/Salmon St (Port Melbourne),-37.8214,144.9209,1,"606,235",POINT (-37.82142099 144.92089116),,True
BUS,17730,4896,Turner St/Salmon St (Port Melbourne),-37.8237,144.9216,1,"606,235",POINT (-37.82373201 144.92162196),,True
BUS,17731,4897,Phillip Ct/Salmon St (Port Melbourne),-37.8259,144.9223,1,"606,235",POINT (-37.82588796 144.92229984),,True
BUS,12443,5918,Moonee Ponds Creek/Footscray Rd (West Melbourne),-37.8101,144.937,1,220,POINT (-37.810125 144.93703104),,True
BUS,10185,6525,Turner St/Salmon St (Port Melbourne),-37.8237,144.9215,1,"606,235",POINT (-37.82373804 144.92145096),,True
BUS,10186,6526,Lorimer St/Salmon St (Port Melbourne),-37.8224,144.921,1,"606,235",POINT (-37.82240496 144.92102292),,True
BUS,10187,653,Clarendon St/City Rd (Southbank),-37.8282,144.9575,1,"236,234",POINT (-37.82823498 144.95751216),,True
BUS,10188,6530,West Gate Fwy/Lorimer St (Southbank),-37.8253,144.9452,1,237,POINT (-37.825308 144.94521996),,True
BUS,10189,6531,Hartley St/Lorimer St (Southbank),-37.8236,144.9395,1,237,POINT (-37.82355903 144.93946284),,True
BUS,10190,6532,Rogers St/Lorimer St (Port Melbourne),-37.8231,144.9371,1,237,POINT (-37.823121 144.93710088),,True
BUS,10191,6533,Ingles St/Lorimer St (Port Melbourne),-37.8222,144.933,1,237,POINT (-37.82222001 144.93300192),,True
BUS,10192,6534,Graham St/Lorimer St (Port Melbourne),-37.8216,144.9299,1,237,POINT (-37.82156202 144.92994192),,True
BUS,10193,6535,Hall St/Lorimer St (Port Melbourne),-37.821,144.9257,1,237,POINT (-37.82095596 144.92571012),,True
BUS,10194,6536,Salmon St/Lorimer St (Port Melbourne),-37.8209,144.9215,1,237,POINT (-37.82088999 144.921474),,True
BUS,10195,6537,Westside Ave/Lorimer St (Port Melbourne),-37.8211,144.9186,1,"237,606,235",POINT (-37.82110896 144.91856016),,True
BUS,10196,6538,Bayside Ave/Lorimer St (Port Melbourne),-37.8215,144.9162,1,"237,606,235",POINT (-37.82145501 144.91618704),,True
BUS,10197,6539,DST Group/Lorimer St (Port Melbourne),-37.8221,144.9133,1,"237,606,235",POINT (-37.82206998 144.91327284),,True
BUS,10198,654,City Rd/Queens Bridge St (Southbank),-37.8256,144.9602,1,"236,234",POINT (-37.82555199 144.96024384),,True
BUS,10204,6546,Wirraway Dr/Todd Rd (Port Melbourne),-37.8254,144.9116,1,"606,235",POINT (-37.82541096 144.91159992),,True
BUS,10207,655,Exhibition Building/Rathdowne St (Carlton),-37.8043,144.9695,1,"251,402,250",POINT (-37.80429903 144.96947208),,True
BUS,10220,657,Carlton Gardens/Rathdowne St (Carlton),-37.8015,144.9699,1,"251,402,250",POINT (-37.80147798 144.96994692),,True
BUS,10230,658,Elgin St/Rathdowne St (Carlton),-37.7979,144.9705,1,"251,250",POINT (-37.79790102 144.97053408),,True
BUS,10237,659,Pitt St/Rathdowne St (Carlton),-37.7959,144.9709,1,"251,250",POINT (-37.79587998 144.97089516),,True
BUS,10243,660,Carlton Baths/Rathdowne St (Carlton),-37.7938,144.9713,1,"251,250",POINT (-37.79381304 144.97125912),,True
BUS,10246,6608,Opp 330 Dynon Rd (West Melbourne),-37.8021,144.9201,1,216,POINT (-37.80214803 144.92008008),,True
BUS,10247,6609,Freight Terminal/Dynon Rd (West Melbourne),-37.8027,144.9251,1,216,POINT (-37.80270603 144.92514204),,True
BUS,10249,6611,Lloyd St/Dynon Rd (West Melbourne),-37.8032,144.9299,1,216,POINT (-37.80324 144.92988612),,True
BUS,10250,6612,Radcliffe St/Dynon Rd (West Melbourne),-37.8038,144.9324,1,216,POINT (-37.80383499 144.93242412),,True
BUS,10251,6617,Punt Rd/Commercial Rd (South Yarra),-37.8457,144.9846,1,"604,603",POINT (-37.84572396 144.98456508),,True
BUS,10802,41373,North Melbourne Station/Dryburgh St (West Melbourne),-37.8069,144.9427,1,401,POINT (-37.80694296 144.942651),,True
BUS,16562,51140,Melbourne Girls Grammar/Anderson St (South Yarra),-37.8322,144.9842,1,605,POINT (-37.83216402 144.98418384),,True
BUS,16563,51141,Domain Rd/Birdwood Ave (South Yarra),-37.8338,144.9826,1,605,POINT (-37.83381201 144.98257104),,True
BUS,16564,51142,Melbourne Observatory/Birdwood Ave (Melbourne City),-37.8298,144.9742,1,605,POINT (-37.82984796 144.97421508),,True
BUS,16565,51143,Little Lonsdale St/Queen St (Melbourne City),-37.8118,144.9591,1,605,POINT (-37.81178901 144.95913504),,True
BUS,16566,51145,Shrine of Remembrance/Birdwood Ave (Melbourne City),-37.8297,144.9743,1,605,POINT (-37.82969703 144.97432092),,True
BUS,16567,51146,Domain Rd/Birdwood Ave (South Yarra),-37.8338,144.9824,1,605,POINT (-37.83375603 144.98242488),,True
BUS,16568,51147,Melbourne Girls Grammar/Anderson St (South Yarra),-37.8313,144.9842,1,605,POINT (-37.83131703 144.98420688),,True
BUS,12744,50835,Carlton Gardens/Victoria St (Carlton),-37.8075,144.9712,1,402,POINT (-37.80748296 144.97117992),,True
BUS,13422,87,Melbourne University/Swanston St (Carlton),-37.8001,144.9639,1,546,POINT (-37.80012096 144.96390792),,True
BUS,15844,48555,Alfred Hospital/Commercial Rd (Prahran),-37.8453,144.9813,1,"604,603",POINT (-37.84527198 144.98132688),,True
BUS,17436,3935,Footscray Rd (West Melbourne),-37.8078,144.92,1,220,POINT (-37.80776196 144.92003688),,True
BUS,17437,3939,Moonee Ponds Creek/386 Footscray Rd (West Melbourne),-37.8098,144.9374,1,220,POINT (-37.80984303 144.93741408),,True
BUS,15207,40798,Melbourne Central/Lonsdale St (Melbourne City),-37.8116,144.9642,1,"207,250,251,350,200",POINT (-37.81159803 144.96419484),,True
BUS,15208,40799,Collins St/Queen St (Melbourne City),-37.8165,144.9616,1,"220,234,236,216",POINT (-37.81654497 144.96157116),,True
BUS,9968,46457,Morrah St/Royal Pde (Parkville),-37.7955,144.9579,1,505,POINT (-37.79552898 144.95789016),,True
BUS,9969,46458,The Avenue/Royal Pde (Parkville),-37.7918,144.9583,1,505,POINT (-37.79182296 144.95832216),,True
BUS,9971,46460,Trinity College/Royal Pde (Parkville),-37.7958,144.9582,1,"546,505",POINT (-37.79577801 144.95823612),,True
BUS,10877,41730,Queen St/Lonsdale St (Melbourne City),-37.8133,144.9592,1,"304,305,318,905,906,000,000,000",POINT (-37.81326897 144.95921892),,True
BUS,10073,5781,Flemington Racecourse/Fisher Pde (Flemington),-37.7894,144.9037,1,472,POINT (-37.78944003 144.90368712),,True
BUS,10280,7636,Perce White Reserve/Todd Rd (Port Melbourne),-37.8382,144.9151,1,236,POINT (-37.83818898 144.91514808),,True
BUS,8399,2380,Argyle Square/Lygon St (Carlton),-37.8025,144.9667,1,"207,200",POINT (-37.80251199 144.96672708),,True
BUS,8038,22928,Nicholson St/Princes St (Carlton),-37.7931,144.975,1,546,POINT (-37.79313903 144.97500204),,True
BUS,11787,44828,Melbourne University/Pelham St (Carlton),-37.802,144.9591,1,505,POINT (-37.80199296 144.95908716),,True
BUS,9529,47721,Cromwell St/Victoria Pde (East Melbourne),-37.8099,144.9893,1,"303,304,305,309,318,000,000,000,000,000,000",POINT (-37.80992997 144.98932104),,True
BUS,9530,47722,Clarendon St/Victoria Pde (East Melbourne),-37.8092,144.9829,1,"303,304,305,309,318,000,000,000,000,000,000",POINT (-37.809234 144.98292204),,True
BUS,9531,47723,Eye & Ear Hospital/Victoria Pde (East Melbourne),-37.8086,144.9772,1,"303,304,305,309,318,000,000,000,000,000,000,000",POINT (-37.80860499 144.97721496),,True
BUS,14269,43717,Elizabeth St/Lonsdale St (Melbourne City),-37.8125,144.9618,1,"207,250,251,302,303,000,000,000,000,000,000,000,000,000,000",POINT (-37.81251099 144.96178392),,True
BUS,14270,43718,King St/Lonsdale St (Melbourne City),-37.8143,144.9558,1,"304,305,318,905,906,000,000,000",POINT (-37.81425501 144.95580684),,True
BUS,14332,50837,Royal Australasian College of Surgeons/Victoria Pde (East Melbourne),-37.8081,144.9725,1,"303,304,305,309,318,000,000,000,000,000,000",POINT (-37.80809199 144.97253784),,True
BUS,17939,39650,College Cres/Royal Pde (Parkville),-37.792,144.9587,1,505,POINT (-37.79201097 144.95874804),,True
